ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText,color
204.0,Fiat,"",850 Spider,850 Spider,FIAT 850 Spider,Coupé,843,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1970,Benzin,49,schwarz,9999,null,0,Schaltgetriebe,Purple
253.0,Jaguar,XK,XK8 Convertible,XK8 Convertible,JAGUAR XK8 Convertible,Cabriolet,3996,Zuzwil,310 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,7,1998,Benzin,284,beige,99800,"\"Ab MFK\"",4,Automat,Grey
281.0,BMW,540,540i Touring,540i Touring,BMW 540i Touring,Kombi,4398,Zuzwil,308 g/km,Occasion,G,13.0 l/100km,5,Hinterradantrieb,1,1998,Benzin,286,schwarz,85800,"\"Ab MFK\"",5,Automat,Grey
287.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,4,2003,Benzin,450,schwarz,32900,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell,Grey
344.0,Ferrari,456,456 GTA,456 GTA,FERRARI 456 GTA,Coupé,5474,Zuzwil,520 g/km,Occasion,null,22.3 l/100km,2,Hinterradantrieb,11,1997,Benzin,442,beige,32500,"\"Ab MFK\"",4,Automat,Grey
4.0,Chevrolet,CORVETTE,Corvette Z06,Corvette Z06,CHEVROLET Corvette Z06,Coupé,6162,Zuzwil,291 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2015,Benzin,660,schwarz,200,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Schaltgetriebe manuell,Other
411.0,BMW,323,323 Alpina Look,Alpina Look,BMW 323 Alpina Look,Coupé,0,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,2,1982,Benzin,140,mehrfarbig,211000,null,5,Schaltgetriebe,Green
474.0,VW,PHAETON,Phaeton 3.0 TDi V6 4M,Phaeton 3.0 TDi V6 4M,VW Phaeton 3.0 TDi V6 4M,Limousine,2967,Zuzwil,240 g/km,Occasion,G,9.1 l/100km,4,Allrad,7,2008,Diesel,240,schwarz,84600,"\"Ab MFK\"",5,Automat,Red
610.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2003,Benzin,450,schwarz,43800,"\"Ab MFK\"",5,Automat sequentiell,Black
614.0,VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,10,2002,Benzin,420,blau,50400,"\"Ab MFK\"",4,Automat sequentiell,Black
691.0,Chrysler,VIPER,Viper RT/10,Viper RT/10,CHRYSLER Viper RT/10,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1996,Benzin,364,grau,20000,"\"Ab MFK\"",2,Schaltgetriebe manuell,Black
700.0,Mercedes-benz,ML 430,ML 430,ML 430,MERCEDES-BENZ ML 430,SUV / Geländewagen,4266,Zuzwil,345 g/km,Occasion,G,14.4 l/100km,5,Allrad,4,2001,Benzin,272,schwarz,16000,"\"Ab MFK\"",5,Automat,Black
717.0,Matra,"",SIMCA Bagheera Serie II,SIMCA Bagheera Serie II,MATRA SIMCA Bagheera Serie II,Coupé,1442,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1979,Benzin,90,mehrfarbig,52000,"\"Ab MFK\"",3,Schaltgetriebe,Black
753.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,59000,"\"Ab MFK\"",5,Automat sequentiell,Black
819.0,BMW,328,328i A Cabrio,328i A Cabrio,BMW 328i A Cabrio,Cabriolet,2792,Zuzwil,null,Occasion,null,10.4 l/100km,2,Hinterradantrieb,8,1995,Benzin,193,beige,49900,"\"Ab MFK\"",4,Automat,Black
839.0,Ferrari,365,365 Daytona Plexiglas,Daytona Plexiglas,FERRARI 365 Daytona Plexiglas,Coupé,4390,Sursee,null,Oldtimer,null,null,2,null,9,1970,Benzin,352,schwarz,8000,null,2,null,Silver
86.0,Daihatsu,CHARADE,Charade 1.0 Turbo,Charade 1.0 Turbo,DAIHATSU Charade 1.0 Turbo,Kleinwagen,993,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,9,1985,Benzin,68,mehrfarbig,61800,"\"Ab MFK\"",4,Schaltgetriebe manuell,Blue
861.0,Mercedes-benz,C 240,C 240 Elégance,C 240 Elégance,MERCEDES-BENZ C 240 Elégance,Limousine,2597,Zuzwil,257 g/km,Occasion,null,10.7 l/100km,4,Hinterradantrieb,7,2000,Benzin,170,grau,162900,"\"Ab MFK\"",5,Automatik-Getriebe,Silver
884.0,BMW,M6,M6,M6,BMW M6,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,11,2006,Benzin,507,schwarz,34500,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Silver
911.0,Porsche,911,911 GT3,911 GT3,PORSCHE 911 GT3,Coupé,3600,Zuzwil,320 g/km,Occasion,null,12.9 l/100km,2,Hinterradantrieb,3,2000,Benzin,360,schwarz,42500,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver
959.0,Porsche,PANAMERA,Panamera 4S 4.8,Panamera 4S 4.8,PORSCHE Panamera 4S 4.8,Limousine,4806,Zuzwil,254 g/km,Occasion,G,10.8 l/100km,5,Allrad,5,2010,Benzin,400,beige,35500,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Silver
966.0,BMW,328,328i,328i,BMW 328i,Limousine,2793,Zuzwil,216 g/km,Occasion,null,9.1 l/100km,4,Hinterradantrieb,8,1999,Benzin,193,grau,86300,"\"Ab MFK\"",5,Automatik-Getriebe,Silver
996.0,Lamborghini,DIABLO,Diablo 5.7 VT,Diablo 5.7 VT,LAMBORGHINI Diablo 5.7 VT,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Allrad,6,1993,Benzin,492,null,46700,"\"Ab MFK\"",2,Schaltgetriebe manuell,Silver
999.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,12,2005,Benzin,450,grau,13700,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell,Silver
1120.0,Renault,Alpine A110,Alpine A110 1300 VC Gordini,1300 VC Gordini,RENAULT Alpine A110 1300 VC Gordini,Coupé,1255,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1971,Benzin,0,schwarz,31800,"\"Ab MFK\"",2,Schaltgetriebe,White
1140.0,Mclaren,12C,MP4-12C Cabriolet 3.8 V8,MP4-12C Cabriolet 3.8 V8,McLAREN MP4-12C Cabriolet 3.8 V8,Cabriolet,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,3,2013,Benzin,625,schwarz,12000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,White
1151.0,Mercedes-benz,A 150,A 150 Classic,A 150 Classic,MERCEDES-BENZ A 150 Classic,Limousine,1498,Zuzwil,159 g/km,Occasion,F,6.7 l/100km,3,Vorderradantrieb,10,2005,Benzin,95,anthrazit,99000,"\"Ab MFK\"",5,Schaltgetriebe manuell,White
122.0,Mercedes-benz,C 320,C 320 Elégance,C 320 Elégance,MERCEDES-BENZ C 320 Elégance,Limousine,3199,Zuzwil,260 g/km,Occasion,G,10.8 l/100km,4,Hinterradantrieb,5,2002,Benzin,218,schwarz,145100,"\"Ab MFK\"",5,Automat,Blue
139.0,BMW,750,750i,750i,BMW 750i,Limousine,5377,Zuzwil,338 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,7,1995,Benzin,327,grau,119600,"\"Ab MFK\"",5,Automat,Blue
165.0,Mercedes-benz,S 600,S 600,S 600,MERCEDES-BENZ S 600,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,schwarz,111000,"\"Ab MFK\"",4,Automat,Blue
181.0,Toyota,CELICA,CELICA 1600 GT,1600 GT,TOYOTA CELICA 1600 GT,Coupé,1570,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1971,Benzin,107,mehrfarbig,53100,"\"Ab MFK\"",5,Schaltgetriebe manuell,Blue
323.0,VW,GOLF,Golf 2.0 TSI R 4Motion,Golf 2.0 TSI R 4Motion,VW Golf 2.0 TSI R 4Motion,Limousine,1984,Zuzwil,199 g/km,Occasion,G,8.5 l/100km,5,Allrad,3,2011,Benzin,270,schwarz,36300,"\"Ab MFK\"",5,Schaltgetriebe manuell,Grey
38.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,3,2007,Benzin,540,schwarz,36700,"\"Ab MFK\"",5,Automat sequentiell,Other
391.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,4,2003,Benzin,420,schwarz,38600,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell,Green
44.0,Mercedes-benz,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,10,2002,Benzin,500,anthrazit,32000,"\"Ab MFK\"",2,Automat,Blue
50.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,5,2003,Benzin,450,schwarz,43400,"\"Ab MFK\"",5,Automat sequentiell,Blue
577.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,10,2005,Benzin,450,beige,64500,"\"Ab MFK\"",5,Automat sequentiell,Black
591.0,Mercedes-benz,C 63 AMG,C 63 AMG Avantgarde,C 63 AMG Avantgarde,MERCEDES-BENZ C 63 AMG Avantgarde,Kombi,6208,Zuzwil,316 g/km,Occasion,G,13.6 l/100km,5,Hinterradantrieb,1,2009,Benzin,457,schwarz,57400,"\"Ab MFK\"",5,Automat sequentiell,Black
644.0,Mg,METRO,METRO 6R4 Gruppe B,6R4 Gruppe B,MG METRO 6R4 Gruppe B,Coupé,2991,Zuzwil,null,Occasion,null,null,2,Allrad,2,1986,Benzin,410,schwarz,2500,"\"Ab MFK\"",2,Schaltgetriebe,Black
688.0,VW,TOUAREG,Touareg R50 V10,Touareg R50 V10,VW Touareg R50 V10,SUV / Geländewagen,4921,Zuzwil,333 g/km,Occasion,G,12.6 l/100km,5,Allrad,4,2008,Diesel,351,schwarz,108500,"\"Ab MFK\", \"Tuning\"",5,Automat,Black
702.0,Porsche,911,911 GT3,911 GT3,PORSCHE 911 GT3,Coupé,3800,Zuzwil,289 g/km,Neu,G,12.4 l/100km,2,Hinterradantrieb,7,2014,Benzin,476,schwarz,100,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Black
871.0,Bentley,ARNAGE,Arnage Green Label,Arnage Green Label,BENTLEY Arnage Green Label,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,4,2000,Benzin,354,beige,42300,"\"Ab MFK\"",5,Automat,Silver
874.0,Ferrari,575M,575M,575M,FERRARI 575M,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,3,2005,Benzin,517,grau,22500,"\"Ab MFK\"",2,Automatik-Getriebe,Silver
917.0,BMW,750,750iL,750iL,BMW 750iL,Limousine,5379,Zuzwil,332 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,6,1997,Benzin,327,blau,42000,"\"Ab MFK\"",5,Automat sequentiell,Silver
933.0,Lancia,"",Monte Carlo 137 AS,Monte Carlo 137 AS,LANCIA Monte Carlo 137 AS,Limousine,1994,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,7,1978,Benzin,0,braun,57000,"\"Ab MFK\"",2,Schaltgetriebe,Silver
1071.0,Jaguar,"",D-Type XKD525,D-Type XKD525,JAGUAR D-Type XKD525,Coupé,3442,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1956,Benzin,256,beige,5300,null,2,Schaltgetriebe,Other
1096.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,schwarz,120000,"\"Ab MFK\"",5,Automat sequentiell,White
110.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2002,Benzin,450,schwarz,81000,"\"Ab MFK\", \"Tuning\"",5,Automat,Blue
1126.0,Mazda,MX-5,MX-5 1.8i 16V Confort,MX-5 1.8i 16V Confort,MAZDA MX-5 1.8i 16V Confort,Cabriolet,1798,Zuzwil,174 g/km,Occasion,G,7.3 l/100km,2,Hinterradantrieb,3,2007,Benzin,126,schwarz,6900,"\"Ab MFK\"",2,Schaltgetriebe manuell,White
1133.0,Porsche,CAYENNE,Cayenne S,Cayenne S,PORSCHE Cayenne S,SUV / Geländewagen,4511,Zuzwil,380 g/km,Occasion,null,15.8 l/100km,5,Allrad,6,2012,Benzin,340,schwarz,1000,"\"Ab MFK\"",5,Automatik-Getriebe,White
207.0,Mercedes-benz,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,10,1997,Benzin,354,null,67400,"\"Ab MFK\"",5,Automat,Purple
234.0,Chevrolet,CORVETTE,Corvette ZR1,Corvette ZR1,CHEVROLET Corvette ZR1,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,2,2010,Benzin,647,schwarz,13000,"\"Ab MFK\"",2,Schaltgetriebe manuell,Gold
358.0,BMW,"",1602,1602,BMW 1602,Limousine,1573,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,2,1975,Benzin,86,blau,104650,"\"Ab MFK\"",4,Schaltgetriebe manuell,Grey
598.0,Jaguar,XK,XKR S/C,XKR S/C,JAGUAR XKR S/C,Coupé,3996,Zuzwil,340 g/km,Occasion,G,12.6 l/100km,2,Hinterradantrieb,5,1999,Benzin,363,weiss,89666,"\"Ab MFK\"",4,Automat,Black
62.0,Porsche,911,911 GT2,911 GT2,PORSCHE 911 GT2,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,12,2002,Benzin,462,schwarz,61300,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell,Blue
649.0,Maserati,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,10,2007,Benzin,400,schwarz,21500,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,Black
686.0,Toyota,DYNA,DYNA Bergungsfahrzeug,Bergungsfahrzeug,TOYOTA DYNA Bergungsfahrzeug,Pick-up,2976,Zuzwil,null,Occasion,null,null,2,null,1,1981,Diesel,0,beige,26900,null,3,Schaltgetriebe,Black
706.0,Ferrari,575M,575M,575M,FERRARI 575M,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,1,2003,Benzin,517,blau,23100,"\"Ab MFK\"",2,Automatik-Getriebe,Black
793.0,Lotus,"",HKT Seven GTS,HKT Seven GTS,LOTUS HKT Seven GTS,Cabriolet,1781,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,2005,Benzin,225,schwarz,16000,"\"Ab MFK\"",2,Schaltgetriebe,Black
827.0,Mercedes-benz,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,3,2004,Benzin,500,anthrazit,96400,"\"Ab MFK\"",2,Automat,Black
910.0,Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,Cabriolet,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,2,2001,Benzin,300,blau,75400,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver
995.0,Mercedes-benz,CLS 350,CLS 350 CGI,CLS 350 CGI,MERCEDES-BENZ CLS 350 CGI,Limousine,3498,Zuzwil,222 g/km,Occasion,G,9.3 l/100km,4,Hinterradantrieb,1,2010,Benzin,292,schwarz,25300,"\"Ab MFK\"",4,Automat sequentiell,Silver
1000.0,Alfa Romeo,8C,8C,null,ALFA ROMEO 8C,Cabriolet,4691,Porrentruy,null,Occasion,null,null,2,Hinterradantrieb,4,2011,Benzin,450,schwarz,23900,"\"Ab MFK\"",0,Automatik-Getriebe,Silver
105.0,Ferrari,F12,F12 Berlinetta,F12 Berlinetta,FERRARI F12 Berlinetta,Coupé,6262,Zuzwil,350 g/km,Occasion,G,15.0 l/100km,3,Hinterradantrieb,1,2013,Benzin,736,braun,12000,"\"Direkt-/Parallelimport\"",2,Automatisiertes Schaltgetriebe,Blue
1121.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,10,2001,Benzin,420,beige,30100,"\"Ab MFK\"",4,Automatik-Getriebe,White
131.0,Mercedes-benz,S 55 AMG,S 55 AMG,S 55 AMG,MERCEDES-BENZ S 55 AMG,Limousine,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,4,Hinterradantrieb,2,1999,Benzin,360,schwarz,96500,"\"Ab MFK\"",5,Automat,Blue
220.0,Porsche,911,911 Turbo S Cabrio PDK,911 Turbo S Cabrio PDK,PORSCHE 911 Turbo S Cabrio PDK,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,4,2011,Benzin,530,schwarz,28000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Yellow
352.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,6,2003,Benzin,450,anthrazit,42600,"\"Ab MFK\"",5,Automat sequentiell,Grey
363.0,Porsche,CAYENNE,Cayenne Turbo S,Cayenne Turbo S,PORSCHE Cayenne Turbo S,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,8,2006,Benzin,521,schwarz,36600,"\"Ab MFK\"",5,Automat sequentiell,Grey
388.0,Porsche,911,911 Turbo S Cabrio SPEED ART 580PS,911 Turbo S Cabrio SPEED ART 580PS,PORSCHE 911 Turbo S Cabrio SPEED ART 580PS,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,4,2011,Benzin,580,braun,16000,"\"Ab MFK\", \"Tuning\"",2,Automatisiertes Schaltgetriebe,Green
409.0,Mercedes-benz,E 430,E 430 Avantgarde,E 430 Avantgarde,MERCEDES-BENZ E 430 Avantgarde,Limousine,4266,Zuzwil,320 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,2,1998,Benzin,279,beige,75000,"\"Ab MFK\"",5,Automat,Green
443.0,Maserati,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,3,2005,Benzin,390,braun,41800,"\"Ab MFK\"",4,Automatik-Getriebe,Red
527.0,Mercedes-benz,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,6,2003,Benzin,500,schwarz,45300,"\"Ab MFK\"",2,Automat,Black
565.0,Lamborghini,AVENTADOR,Aventador LP700-4 Rds,Aventador LP700-4 Rds,LAMBORGHINI Aventador LP700-4 Rds,Cabriolet,6498,Zuzwil,370 g/km,Neu,G,16.0 l/100km,2,Allrad,3,2015,Benzin,700,schwarz,90,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automatisiertes Schaltgetriebe,Black
629.0,Ferrari,F355,F355 Berlinetta,F355 Berlinetta,FERRARI F355 Berlinetta,Coupé,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,schwarz,32800,"\"Ab MFK\"",2,Schaltgetriebe manuell,Black
679.0,Audi,RS4,RS4 Avant 4.2 FSI quattro,RS4 Avant 4.2 FSI quattro,AUDI RS4 Avant 4.2 FSI quattro,Kombi,4163,Zuzwil,249 g/km,Occasion,G,10.7 l/100km,5,Allrad,3,2013,Benzin,450,mehrfarbig,34200,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automatisiertes Schaltgetriebe,Black
808.0,Ferrari,458,458 Italia 4.5 V8,458 Italia 4.5 V8,FERRARI 458 Italia 4.5 V8,Coupé,4497,Zuzwil,275 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,10,2010,Benzin,566,rot,680,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Black
9.0,Lotus,ELISE,Elise,Elise,LOTUS Elise,Cabriolet,1796,Zuzwil,183 g/km,Occasion,G,7.7 l/100km,2,Hinterradantrieb,10,2003,Benzin,120,anthrazit,38200,"\"Ab MFK\"",2,Schaltgetriebe manuell,Other
947.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,6,2000,Benzin,420,schwarz,127800,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver
97.0,Maserati,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,Cabriolet,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,3,2003,Benzin,390,grau,49300,"\"Ab MFK\"",2,Automatik-Getriebe,Blue
1008.0,BMW,745,745i,745i,BMW 745i,Limousine,4398,Zuzwil,276 g/km,Occasion,G,11.4 l/100km,4,Hinterradantrieb,12,2004,Benzin,333,schwarz,27600,"\"Ab MFK\"",5,Automat sequentiell,Silver
1013.0,Mercedes-benz,"",300SL Roadster,300SL Roadster,MERCEDES-BENZ 300SL Roadster,Cabriolet,2995,Sursee,null,Occasion,null,null,2,null,3,1960,Benzin,215,braun,1000,null,2,null,Silver
1099.0,Chevrolet,CORVETTE,CORVETTE C1,C1,CHEVROLET CORVETTE C1,Cabriolet,5351,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1961,Benzin,327,schwarz,67000,"\"Ab MFK\"",2,Schaltgetriebe manuell,White
1117.0,Hummer,H3,H3 3.7 Adventure,H3 3.7 Adventure,HUMMER H3 3.7 Adventure,SUV / Geländewagen,3653,Zuzwil,327 g/km,Vorführmodell,G,13.8 l/100km,5,Allrad,11,2008,Benzin,245,schwarz,150,"\"Ab MFK\"",5,Schaltgetriebe manuell,White
140.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,silber,49800,"\"Ab MFK\"",5,Automat sequentiell,Blue
20.0,Mercedes-benz,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,3,2006,Benzin,517,schwarz,47000,"\"Ab MFK\"",2,Automat sequentiell,Other
290.0,Ferrari,612,612,612,FERRARI 612,Coupé,5748,Zuzwil,470 g/km,Occasion,G,20.5 l/100km,2,Hinterradantrieb,2,2008,Benzin,540,schwarz,37000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Grey
350.0,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,6,1998,Benzin,226,schwarz,42000,"\"Ab MFK\"",5,Automat,Grey
415.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,12,2008,Benzin,580,mehrfarbig,45300,"\"Ab MFK\"",5,Automat,Green
45.0,Audi,S4,S4 Avant quattro,S4 Avant quattro,AUDI S4 Avant quattro,Kombi,2671,Zuzwil,274 g/km,Occasion,null,11.4 l/100km,5,Allrad,7,2000,Benzin,265,grau,185900,"\"Ab MFK\"",5,Schaltgetriebe manuell,Blue
632.0,Bentley,CONTINENTAL,Continental Supersports Conv.,Continental Supersports Conv.,BENTLEY Continental Supersports Conv.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,1,2011,Bioethanol,630,schwarz,20000,null,2,Automat sequentiell,Black
760.0,Ferrari,F360,F360 Challenge stradale,F360 Challenge stradale,FERRARI F360 Challenge stradale,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.1 l/100km,2,Hinterradantrieb,3,2004,Benzin,415,schwarz,27650,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Black
762.0,Mercedes-benz,E 240,E 240 Elégance,E 240 Elégance,MERCEDES-BENZ E 240 Elégance,Limousine,2597,Zuzwil,250 g/km,Occasion,G,10.4 l/100km,4,Hinterradantrieb,4,2003,Benzin,177,schwarz,89200,"\"Ab MFK\"",5,Automat,Black
807.0,Audi,RS5,RS5 Coupé 4.2FSI quattro,RS5 Coupé 4.2FSI quattro,AUDI RS5 Coupé 4.2FSI quattro,Coupé,4163,Zuzwil,252 g/km,Occasion,G,10.8 l/100km,2,Allrad,1,2011,Benzin,450,schwarz,31750,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Black
850.0,Audi,RS4,RS4 4.2 V8 quattro,RS4 4.2 V8 quattro,AUDI RS4 4.2 V8 quattro,Limousine,4163,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,4,Allrad,0,2011,Benzin,420,schwarz,1350,"\"Ab MFK\"",5,Schaltgetriebe manuell,Silver
892.0,BMW-alpina,5 SERIES,5 SERIES B7 (E28),B7 (E28),BMW-ALPINA 5 SERIES B7 (E28),Limousine,3430,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1985,Benzin,300,anthrazit,157000,null,5,Schaltgetriebe,Silver
