ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText,color
776.0,BMW,X5,X5 4.6is,X5 4.6is,BMW X5 4.6is,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,2,2002,Benzin,347,schwarz,23800,"\"Ab MFK\"",5,Automat sequentiell,Black
779.0,Maserati,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,10,2002,Benzin,390,blau,23200,"\"Ab MFK\"",4,Automatik-Getriebe,Black
869.0,Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1982,Benzin,150,null,31000,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver
92.0,Renault,CLIO,Clio 2.0 16V Sport,Clio 2.0 16V Sport,RENAULT Clio 2.0 16V Sport,Kleinwagen,1998,Zuzwil,208 g/km,Occasion,G,8.9 l/100km,3,Vorderradantrieb,2,2008,Benzin,197,schwarz,147900,null,5,Schaltgetriebe manuell,Blue
937.0,BMW,M3,M3,M3,BMW M3,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,11,2002,Benzin,343,schwarz,23900,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver
968.0,BMW,X5,X5 4.4i,X5 4.4i,BMW X5 4.4i,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,11,2000,Benzin,286,schwarz,41900,"\"Ab MFK\"",5,Automat sequentiell,Silver
1001.0,BMW,2002,2002 Turbo,Turbo,BMW 2002 Turbo,Limousine,1977,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,170,schwarz,97100,"\"Ab MFK\"",4,Schaltgetriebe,Silver
1009.0,Porsche,911,911 Carrera 2 RS,911 Carrera 2 RS,PORSCHE 911 Carrera 2 RS,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1992,Benzin,260,schwarz,123000,"\"Ab MFK\"",2,Schaltgetriebe manuell,Silver
1016.0,VW,GOLF,Golf 2.0 TFSI GTI,Golf 2.0 TFSI GTI,VW Golf 2.0 TFSI GTI,Limousine,1984,Zuzwil,194 g/km,Occasion,G,8.1 l/100km,5,Vorderradantrieb,2,2007,Benzin,200,grau,87000,"\"Ab MFK\"",5,Schaltgetriebe manuell,Silver
1038.0,Mercedes-benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Cabriolet,4973,Zuzwil,340 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,6,1996,Benzin,320,beige,74400,"\"Ab MFK\"",0,Automat,Silver
1091.0,Mercedes-benz,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,Coupé,5786,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,11,2000,Benzin,367,grau,94000,"\"Ab MFK\"",4,Automat,White
1127.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,1,2009,Benzin,580,null,31500,"\"Ab MFK\"",5,Automat sequentiell,White
1138.0,Jaguar,XK,XKR S/C,XKR S/C,JAGUAR XKR S/C,Coupé,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,11,1999,Benzin,363,beige,103000,"\"Ab MFK\"",4,Automat,White
1150.0,BMW,M5,M5,M5,BMW M5,Limousine,4941,Zuzwil,336 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,10,1998,Benzin,400,schwarz,39700,"\"Ab MFK\"",5,Schaltgetriebe manuell,White
180.0,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,5,1998,Benzin,226,schwarz,49700,"\"Ab MFK\"",5,Automat,Blue
183.0,BMW-alpina,7 SERIES,7 SERIES B7 Turbo Coupé,B7 Turbo Coupé,BMW-ALPINA 7 SERIES B7 Turbo Coupé,Coupé,2986,Zuzwil,null,Occasion,null,null,2,null,4,1984,Benzin,300,schwarz,150200,null,4,Schaltgetriebe,Blue
189.0,BMW,M3,M3,M3,BMW M3,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,3,2002,Benzin,343,schwarz,142000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Blue
285.0,Aston Martin,Virage,Virage,Virage,ASTON MARTIN Virage,Coupé,5338,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1991,Benzin,310,grün,68800,"\"Ab MFK\"",4,Automatik-Getriebe,Grey
341.0,Audi,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,Limousine,4172,Zuzwil,null,Occasion,null,13.2 l/100km,4,Allrad,1,1997,Benzin,300,schwarz,66300,"\"Ab MFK\"",5,Automat sequentiell,Grey
389.0,Mercedes-benz,S 500,S 500 L,S 500 L,MERCEDES-BENZ S 500 L,Limousine,4663,Porrentruy,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2011,Benzin,520,schwarz,19900,"\"Ab MFK\"",5,Automat sequentiell,Green
404.0,Ferrari,575M,575M NOVITEC,NOVITEC,FERRARI 575M NOVITEC,Coupé,5748,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2003,Benzin,517,schwarz,14500,"\"Ab MFK\"",2,Automatik-Getriebe,Green
562.0,Trabant,"",1300S Trabusa,1300S Trabusa,TRABANT 1300S Trabusa,Limousine,1299,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,1,2009,Benzin,0,schwarz,999,"\"Rennwagen\"",0,Schaltgetriebe,Black
572.0,BMW,760,760i L,760i L,BMW 760i L,Limousine,5972,Zuzwil,330 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,1,2003,Benzin,445,beige,94500,"\"Ab MFK\"",5,Automat sequentiell,Black
583.0,Ford,CAPRI,CAPRI RS 2600,RS 2600,FORD CAPRI RS 2600,Coupé,2632,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1973,Benzin,150,schwarz,36100,null,4,Schaltgetriebe,Black
660.0,Audi,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,12,2002,Benzin,335,null,44000,"\"Ab MFK\"",5,Automat sequentiell,Black
681.0,Audi,RS4,RS4 Avant quattro,RS4 Avant quattro,AUDI RS4 Avant quattro,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,2,2001,Benzin,380,schwarz,72600,"\"Ab MFK\"",5,Schaltgetriebe manuell,Black
802.0,Mercedes-benz,CLK 63 AMG,CLK 63 AMG Black Series,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,6,2008,Benzin,507,schwarz,45000,"\"Ab MFK\"",2,Automat sequentiell,Black
812.0,Porsche,911,911 GT2,911 GT2,PORSCHE 911 GT2,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,5,2002,Benzin,462,schwarz,38200,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell,Black
849.0,Mercedes-benz,SL 65 AMG,SL 65 AMG BLACK SERIES,BLACK SERIES,MERCEDES-BENZ SL 65 AMG BLACK SERIES,Coupé,5980,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,2009,Benzin,670,schwarz,34000,"\"Ab MFK\"",2,Automatik-Getriebe,Silver
893.0,Rolls-royce,CORNICHE,Corniche,Corniche,ROLLS-ROYCE Corniche,Cabriolet,6761,Zuzwil,456 g/km,Occasion,G,19.0 l/100km,2,Hinterradantrieb,7,2001,Benzin,329,beige,38000,"\"Ab MFK\"",4,Automat,Silver
905.0,Mclaren,12C,MP4-12C Coupé 3.8 V8,MP4-12C Coupé 3.8 V8,McLAREN MP4-12C Coupé 3.8 V8,Coupé,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,4,2012,Benzin,626,schwarz,19900,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Silver
916.0,BMW,2002,2002 tii,tii,BMW 2002 tii,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1974,Benzin,133,mehrfarbig,93500,"\"Ab MFK\"",5,Schaltgetriebe,Silver
930.0,BMW,M5,M5,M5,BMW M5,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,503,schwarz,31500,"\"Ab MFK\", \"Tuning\"",5,Automatisiertes Schaltgetriebe,Silver
942.0,Mercedes-benz,S 65 AMG,S 65 AMG L,S 65 AMG L,MERCEDES-BENZ S 65 AMG L,Limousine,5981,Zuzwil,null,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,schwarz,94000,"\"Ab MFK\"",5,Automat sequentiell,Silver
958.0,Lamborghini,MURCIÉLAGO,Murciélago LP670-4 SV Cpé,Murciélago LP670-4 SV Cpé,LAMBORGHINI Murciélago LP670-4 SV Cpé,Coupé,6496,Zuzwil,480 g/km,Occasion,G,20.6 l/100km,2,Allrad,5,2010,Benzin,670,schwarz,20800,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Silver
1006.0,Mercedes-benz,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,Cabriolet,3199,Zuzwil,297 g/km,Occasion,null,12.5 l/100km,2,Hinterradantrieb,7,1996,Benzin,231,schwarz,156800,"\"Ab MFK\"",2,Automat,Silver
1012.0,Lamborghini,DIABLO,Diablo 5.7 VT,Diablo 5.7 VT,LAMBORGHINI Diablo 5.7 VT,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Allrad,8,1993,Benzin,492,schwarz,14990,"\"Ab MFK\"",2,Schaltgetriebe manuell,Silver
1021.0,Renault,Alpine A110,Alpine A110 1300S,1300S,RENAULT Alpine A110 1300S,Coupé,1296,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1969,Benzin,0,schwarz,9999,"\"Ab MFK\"",0,Schaltgetriebe,Silver
175.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,schwarz,39300,"\"Ab MFK\"",5,Automat,Blue
222.0,Maserati,3200 GT,3200 GT,3200 GT,MASERATI 3200 GT,Coupé,3217,Zuzwil,388 g/km,Occasion,null,15.6 l/100km,2,Hinterradantrieb,3,2000,Benzin,370,schwarz,64600,"\"Ab MFK\"",4,Automatik-Getriebe,Yellow
226.0,Mercedes-benz,190,190 E 2.5-16 Evo II ABS,190 E 2.5-16 Evo II ABS,MERCEDES-BENZ 190 E 2.5-16 Evo II ABS,Limousine,2461,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,235,schwarz,89700,"\"Ab MFK\"",4,Schaltgetriebe manuell,Yellow
237.0,Renault,R5,R5 Turbo 2,R5 Turbo 2,RENAULT R5 Turbo 2,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1985,Benzin,160,beige,59900,null,2,Schaltgetriebe manuell,Gold
294.0,Audi,R8,R8 Coupé 4.2,R8 Coupé 4.2,AUDI R8 Coupé 4.2,Coupé,4163,Zuzwil,325 g/km,Occasion,G,13.6 l/100km,2,Allrad,6,2007,Benzin,420,schwarz,65000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Grey
381.0,BMW,323,323 323i,323i,BMW 323 323i,Limousine,2315,Zuzwil,null,Occasion,null,9.6 l/100km,2,Hinterradantrieb,10,1980,Benzin,143,mehrfarbig,176000,"\"Ab MFK\"",5,Schaltgetriebe,Green
439.0,Porsche,911,911 GT3 CUP Rennwagen,GT3 CUP Rennwagen,PORSCHE 911 GT3 CUP Rennwagen,Coupé,3600,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,2007,Benzin,415,null,5000,"\"Rennwagen\"",1,Automatik-Getriebe,Orange
517.0,Lamborghini,GALLARDO,Gallardo LP570-4 Coupé SL,Gallardo LP570-4 Coupé SL,LAMBORGHINI Gallardo LP570-4 Coupé SL,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,1,2011,Benzin,570,schwarz,19300,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Black
566.0,Mercedes-benz,S 55 AMG,S 55 AMG,S 55 AMG,MERCEDES-BENZ S 55 AMG,Limousine,5439,Zuzwil,317 g/km,Occasion,G,13.2 l/100km,4,Hinterradantrieb,3,2003,Benzin,500,schwarz,121900,"\"Ab MFK\"",5,Automat,Black
586.0,BMW-alpina,5 SERIES,B10 4.6 S.Tronic,B10 4.6 S.Tronic,BMW-ALPINA B10 4.6 S.Tronic,Limousine,4619,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,10,1998,Benzin,347,schwarz,94400,"\"Ab MFK\"",5,Automat,Black
661.0,Yes!,"",Roadster 3.2,Roadster 3.2,YES! Roadster 3.2,Cabriolet,3189,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,2007,Benzin,255,schwarz,9400,"\"Ab MFK\"",2,Schaltgetriebe,Black
662.0,Porsche,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,Coupé,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1984,Benzin,231,braun,108500,"\"Ab MFK\"",4,Schaltgetriebe manuell,Black
677.0,Audi,A8,A8 3.7,A8 3.7,AUDI A8 3.7,Limousine,3695,Zuzwil,314 g/km,Occasion,null,13.3 l/100km,4,Vorderradantrieb,6,1999,Benzin,230,blau,19900,"\"Ab MFK\"",5,Automat,Black
7.0,Mercedes-benz,CLS 500,CLS 500,CLS 500,MERCEDES-BENZ CLS 500,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,11,2004,Benzin,306,schwarz,120900,"\"Ab MFK\"",4,Automat sequentiell,Other
750.0,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,12,1995,Benzin,226,schwarz,46500,"\"Ab MFK\"",5,Automat,Black
796.0,Audi,R8,R8 Coupé 5.2,R8 Coupé 5.2,AUDI R8 Coupé 5.2,Coupé,5204,Zuzwil,327 g/km,Occasion,G,13.7 l/100km,2,Allrad,7,2009,Benzin,525,schwarz,26500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Black
798.0,Maserati,GHIBLI,Ghibli 2.8 GT,Ghibli 2.8 GT,MASERATI Ghibli 2.8 GT,Coupé,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,284,beige,40600,"\"Ab MFK\"",5,Automat,Black
81.0,Nsu,"",TTS,TTS,NSU TTS,Limousine,0,Zuzwil,null,Occasion,null,null,0,null,7,1971,null,70,schwarz,75000,"\"Ab MFK\"",4,Schaltgetriebe,Blue
847.0,Ferrari,599,599 GTB,599 GTB,FERRARI 599 GTB,Coupé,5999,Zuzwil,415 g/km,Vorführmodell,G,17.9 l/100km,2,Hinterradantrieb,4,2008,Benzin,620,grau,26000,null,2,Automatisiertes Schaltgetriebe,Silver
851.0,Mercedes-benz,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,2,2000,Benzin,367,schwarz,75400,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automat,Silver
931.0,Mercedes-benz,300,300 300SL W198,300SL W198,MERCEDES-BENZ 300 300SL W198,Coupé,2995,Sursee,null,Occasion,null,null,2,Hinterradantrieb,5,1955,null,215,rot,5000,null,0,Schaltgetriebe,Silver
948.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,156000,"\"Ab MFK\"",5,Automat,Silver
956.0,Ferrari,F360,F360 Modena Berlinetta,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,11,2000,Benzin,400,schwarz,25000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Silver
1014.0,Alfa Romeo,8C,8C Coupé,Coupé,ALFA ROMEO 8C Coupé,Coupé,4691,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2008,null,450,schwarz,37000,null,0,Automatik-Getriebe,Silver
1080.0,Triumph,Dolomite,Dolomite Sprint,Sprint,TRIUMPH Dolomite Sprint,Limousine,1997,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,6,1977,Benzin,128,mehrfarbig,10800,"\"Ab MFK\"",5,Schaltgetriebe manuell,White
1104.0,Jaguar,XJ,XJR 4.0 Supercharged,XJR 4.0 Supercharged,JAGUAR XJR 4.0 Supercharged,Limousine,3980,Zuzwil,null,Occasion,null,13.3 l/100km,4,Hinterradantrieb,1,1996,Benzin,320,beige,99900,"\"Ab MFK\"",5,Automat,White
1134.0,Rolls-royce,PHANTOM,Phantom 6.7 V12,Phantom 6.7 V12,ROLLS-ROYCE Phantom 6.7 V12,Limousine,6749,Zuzwil,385 g/km,Occasion,G,15.9 l/100km,4,Hinterradantrieb,1,2004,Benzin,460,beige,56000,"\"Ab MFK\"",5,Automat,White
1145.0,Mercedes-benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,11,2001,Benzin,306,anthrazit,15600,"\"Ab MFK\"",2,Automat,White
1153.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2004,Benzin,450,schwarz,55000,"\"Ab MFK\"",5,Automat sequentiell,White
158.0,BMW-alpina,6 SERIES,B6 4.4 V8 Cabrio,B6 4.4 V8 Cabrio,BMW-ALPINA B6 4.4 V8 Cabrio,Cabriolet,4398,Zuzwil,306 g/km,Occasion,G,12.8 l/100km,2,Hinterradantrieb,4,2007,Benzin,500,beige,66800,"\"Ab MFK\"",4,Automat,Blue
18.0,Mercedes-benz,C 63 AMG,C 63 AMG BLACK SERIES (Coupé),BLACK SERIES (Coupé),MERCEDES-BENZ C 63 AMG BLACK SERIES (Coupé),Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,2012,Benzin,517,schwarz,12100,"\"Ab MFK\"",2,Automatik-Getriebe,Other
199.0,Mercedes-benz,S 500,S 500,S 500,MERCEDES-BENZ S 500,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,11,2005,Benzin,388,null,128000,"\"Ab MFK\"",5,Automat sequentiell,Purple
318.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,11,2002,Benzin,450,beige,38500,"\"Ab MFK\"",5,Automat sequentiell,Grey
357.0,BMW,740,740i,740i,BMW 740i,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1995,Benzin,286,blau,65400,"\"Ab MFK\"",5,Automatik-Getriebe,Grey
488.0,Renault,ALPINE,ALPINE V6,V6,RENAULT ALPINE V6,Coupé,2663,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1982,Benzin,150,grau,82400,"\"Ab MFK\"",4,Schaltgetriebe,Red
526.0,Lamborghini,GALLARDO,Gallardo LP560-4 Coupé,Gallardo LP560-4 Coupé,LAMBORGHINI Gallardo LP560-4 Coupé,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,6,2008,Benzin,560,schwarz,28500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Black
532.0,Audi,S8,S8 4.2 quattro,S8 4.2 quattro,AUDI S8 4.2 quattro,Limousine,4172,Zuzwil,331 g/km,Occasion,null,13.8 l/100km,4,Allrad,3,2001,Benzin,360,schwarz,49300,"\"Ab MFK\"",5,Automatik-Getriebe,Black
574.0,Maserati,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,12,2006,Benzin,400,schwarz,9800,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,Black
609.0,Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,Cabriolet,3600,Zuzwil,null,Occasion,null,11.9 l/100km,2,Hinterradantrieb,8,1996,Benzin,285,grau,81900,"\"Ab MFK\"",4,Schaltgetriebe manuell,Black
637.0,Mercedes-benz,CLS 500,CLS 500,CLS 500,MERCEDES-BENZ CLS 500,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,3,2005,Benzin,306,schwarz,66100,"\"Ab MFK\"",4,Automat sequentiell,Black
656.0,Mercedes-benz,450,450 SLC,SLC,MERCEDES-BENZ 450 SLC,Limousine,4520,Zuzwil,null,Oldtimer,null,null,0,null,8,1973,null,0,beige,110200,"\"Ab MFK\"",0,null,Black
672.0,Mclaren,12C,MP4-12C 3.8 V8,MP4-12C 3.8 V8,McLAREN MP4-12C 3.8 V8,Coupé,3798,Zuzwil,279 g/km,Neu,G,11.7 l/100km,2,Hinterradantrieb,6,2012,Benzin,625,schwarz,55,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Black
699.0,Hyundai,COUPÉ,Coupé 2.7 24V FX,Coupé 2.7 24V FX,HYUNDAI Coupé 2.7 24V FX,Coupé,2656,Zuzwil,236 g/km,Occasion,G,9.9 l/100km,3,Vorderradantrieb,4,2007,Benzin,167,schwarz,26900,"\"Ab MFK\"",4,Schaltgetriebe manuell,Black
70.0,Opel,SPEEDSTER,Speedster 2.2 16V,Speedster 2.2 16V,OPEL Speedster 2.2 16V,Cabriolet,2198,Zuzwil,205 g/km,Occasion,G,8.5 l/100km,2,Hinterradantrieb,6,2004,Benzin,147,braun,9000,"\"Ab MFK\"",2,Schaltgetriebe manuell,Blue
727.0,BMW,550,550i Touring,550i Touring,BMW 550i Touring,Kombi,4799,Zuzwil,254 g/km,Occasion,G,10.7 l/100km,5,Hinterradantrieb,4,2007,Benzin,367,grau,72000,"\"Ab MFK\"",5,Automat sequentiell,Black
764.0,Porsche,911,911 Carrera 4 S Cabrio,911 Carrera 4 S Cabrio,PORSCHE 911 Carrera 4 S Cabrio,Cabriolet,3596,Zuzwil,294 g/km,Occasion,G,12.1 l/100km,2,Allrad,3,2004,Benzin,320,schwarz,75600,"\"Ab MFK\"",4,Automat,Black
767.0,Mercedes-benz,SLK 32 AMG,SLK 32 AMG,SLK 32 AMG,MERCEDES-BENZ SLK 32 AMG,Cabriolet,3199,Zuzwil,268 g/km,Occasion,G,11.2 l/100km,2,Hinterradantrieb,8,2003,Benzin,354,schwarz,123400,"\"Ab MFK\"",2,Automat,Black
795.0,Saab,9-5,9-5 2.3T Aero,9-5 2.3T Aero,SAAB 9-5 2.3T Aero,Kombi,2290,Zuzwil,214 g/km,Occasion,null,9.0 l/100km,5,Vorderradantrieb,7,2002,Benzin,250,schwarz,117100,"\"Ab MFK\"",5,Automatik-Getriebe,Black
824.0,Harley-davidson,"",HPU Hurricane TC,HPU Hurricane TC,HARLEY-DAVIDSON HPU Hurricane TC,"",1449,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,4,2006,Benzin,0,null,100,null,0,Schaltgetriebe,Black
883.0,Renault,SPORT SPIDER,Spider 2.0 16V TURBO,Spider 2.0 16V TURBO,RENAULT Spider 2.0 16V TURBO,Cabriolet,1998,Zuzwil,null,Occasion,null,8.7 l/100km,2,Hinterradantrieb,6,1997,Benzin,200,schwarz,23500,null,2,Schaltgetriebe manuell,Silver
888.0,Mg,"",M Roadster,M Roadster,MG M Roadster,Coupé,740,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,6,1930,Benzin,0,schwarz,86000,"\"Ab MFK\"",2,Schaltgetriebe,Silver
91.0,Bentley,CONTINENTAL,Continental FlyingSpur6.0,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0,Limousine,5998,Zuzwil,396 g/km,Occasion,G,17.0 l/100km,4,Allrad,5,2012,Benzin,560,braun,29000,"\"Ab MFK\"",5,Automat,Blue
923.0,BMW,M5,M5,M5,BMW M5,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,schwarz,33600,"\"Tuning\"",5,Automatisiertes Schaltgetriebe,Silver
982.0,Ferrari,F355,F355 Berlinetta,F355 Berlinetta,FERRARI F355 Berlinetta,Coupé,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,7,1998,Benzin,380,schwarz,41300,"\"Ab MFK\"",2,Schaltgetriebe manuell,Silver
1018.0,Mercedes-benz,190,190 E 2.5-16 ABS,190 E 2.5-16 ABS,MERCEDES-BENZ 190 E 2.5-16 ABS,Limousine,2497,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1989,Benzin,195,schwarz,198000,"\"Ab MFK\"",5,Automat,Silver
1048.0,Ferrari,MONDIAL,Mondial 3.4 T,Mondial 3.4 T,FERRARI Mondial 3.4 T,Coupé,3402,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1992,Benzin,286,null,16500,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver
1094.0,Mclaren,12C,MP4-12C Coupé 3.8 V8,MP4-12C Coupé 3.8 V8,McLAREN MP4-12C Coupé 3.8 V8,Coupé,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,3,2012,Benzin,626,schwarz,23000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,White
215.0,Morgan,4/4,4/4 1.8,4/4 1.8,MORGAN 4/4 1.8,Cabriolet,1796,Zuzwil,null,Occasion,G,7.7 l/100km,2,Hinterradantrieb,6,2006,Benzin,126,bordeaux,7100,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Schaltgetriebe manuell,Yellow
25.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,32800,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell,Other
