ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
50.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,blau,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,5,2003,Benzin,450,schwarz,43400,"\"Ab MFK\"",5,Automat sequentiell
577.0,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,schwarz,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,10,2005,Benzin,450,beige,64500,"\"Ab MFK\"",5,Automat sequentiell
591.0,MERCEDES-BENZ,C 63 AMG,C 63 AMG Avantgarde,C 63 AMG Avantgarde,MERCEDES-BENZ C 63 AMG Avantgarde,schwarz,Kombi,6208,Zuzwil,316 g/km,Occasion,G,13.6 l/100km,5,Hinterradantrieb,1,2009,Benzin,457,schwarz,57400,"\"Ab MFK\"",5,Automat sequentiell
644.0,MG,METRO,METRO 6R4 Gruppe B,6R4 Gruppe B,MG METRO 6R4 Gruppe B,schwarz mét.,Coupé,2991,Zuzwil,null,Occasion,null,null,2,Allrad,2,1986,Benzin,410,schwarz,2500,"\"Ab MFK\"",2,Schaltgetriebe
688.0,VW,TOUAREG,Touareg R50 V10,Touareg R50 V10,VW Touareg R50 V10,schwarz mét.,SUV / Geländewagen,4921,Zuzwil,333 g/km,Occasion,G,12.6 l/100km,5,Allrad,4,2008,Diesel,351,schwarz,108500,"\"Ab MFK\", \"Tuning\"",5,Automat
702.0,PORSCHE,911,911 GT3,911 GT3,PORSCHE 911 GT3,schwarz mét.,Coupé,3800,Zuzwil,289 g/km,Neu,G,12.4 l/100km,2,Hinterradantrieb,7,2014,Benzin,476,schwarz,100,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
871.0,BENTLEY,ARNAGE,Arnage Green Label,Arnage Green Label,BENTLEY Arnage Green Label,silber mét.,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,4,2000,Benzin,354,beige,42300,"\"Ab MFK\"",5,Automat
874.0,FERRARI,575M,575M,575M,FERRARI 575M,silber mét.,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,3,2005,Benzin,517,grau,22500,"\"Ab MFK\"",2,Automatik-Getriebe
917.0,BMW,750,750iL,750iL,BMW 750iL,silber mét.,Limousine,5379,Zuzwil,332 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,6,1997,Benzin,327,blau,42000,"\"Ab MFK\"",5,Automat sequentiell
933.0,LANCIA,"",Monte Carlo 137 AS,Monte Carlo 137 AS,LANCIA Monte Carlo 137 AS,silber mét.,Limousine,1994,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,7,1978,Benzin,0,braun,57000,"\"Ab MFK\"",2,Schaltgetriebe
1071.0,JAGUAR,"",D-Type XKD525,D-Type XKD525,JAGUAR D-Type XKD525,violett mét.,Coupé,3442,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1956,Benzin,256,beige,5300,null,2,Schaltgetriebe
1096.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,weiss,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,schwarz,120000,"\"Ab MFK\"",5,Automat sequentiell
110.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,blau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2002,Benzin,450,schwarz,81000,"\"Ab MFK\", \"Tuning\"",5,Automat
1126.0,MAZDA,MX-5,MX-5 1.8i 16V Confort,MX-5 1.8i 16V Confort,MAZDA MX-5 1.8i 16V Confort,weiss,Cabriolet,1798,Zuzwil,174 g/km,Occasion,G,7.3 l/100km,2,Hinterradantrieb,3,2007,Benzin,126,schwarz,6900,"\"Ab MFK\"",2,Schaltgetriebe manuell
1133.0,PORSCHE,CAYENNE,Cayenne S,Cayenne S,PORSCHE Cayenne S,weiss,SUV / Geländewagen,4511,Zuzwil,380 g/km,Occasion,null,15.8 l/100km,5,Allrad,6,2012,Benzin,340,schwarz,1000,"\"Ab MFK\"",5,Automatik-Getriebe
207.0,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,bordeaux mét.,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,10,1997,Benzin,354,null,67400,"\"Ab MFK\"",5,Automat
234.0,CHEVROLET,CORVETTE,Corvette ZR1,Corvette ZR1,CHEVROLET Corvette ZR1,gold,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,2,2010,Benzin,647,schwarz,13000,"\"Ab MFK\"",2,Schaltgetriebe manuell
358.0,BMW,"",1602,1602,BMW 1602,grau mét.,Limousine,1573,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,2,1975,Benzin,86,blau,104650,"\"Ab MFK\"",4,Schaltgetriebe manuell
598.0,JAGUAR,XK,XKR S/C,XKR S/C,JAGUAR XKR S/C,schwarz,Coupé,3996,Zuzwil,340 g/km,Occasion,G,12.6 l/100km,2,Hinterradantrieb,5,1999,Benzin,363,weiss,89666,"\"Ab MFK\"",4,Automat
62.0,PORSCHE,911,911 GT2,911 GT2,PORSCHE 911 GT2,blau,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,12,2002,Benzin,462,schwarz,61300,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell
649.0,MASERATI,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,schwarz mét.,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,10,2007,Benzin,400,schwarz,21500,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
686.0,TOYOTA,DYNA,DYNA Bergungsfahrzeug,Bergungsfahrzeug,TOYOTA DYNA Bergungsfahrzeug,schwarz mét.,Pick-up,2976,Zuzwil,null,Occasion,null,null,2,null,1,1981,Diesel,0,beige,26900,null,3,Schaltgetriebe
706.0,FERRARI,575M,575M,575M,FERRARI 575M,schwarz mét.,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,1,2003,Benzin,517,blau,23100,"\"Ab MFK\"",2,Automatik-Getriebe
793.0,LOTUS,"",HKT Seven GTS,HKT Seven GTS,LOTUS HKT Seven GTS,schwarz mét.,Cabriolet,1781,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,2005,Benzin,225,schwarz,16000,"\"Ab MFK\"",2,Schaltgetriebe
827.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,3,2004,Benzin,500,anthrazit,96400,"\"Ab MFK\"",2,Automat
910.0,PORSCHE,911,911 Carrera Cabrio,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,silber mét.,Cabriolet,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,2,2001,Benzin,300,blau,75400,"\"Ab MFK\"",4,Schaltgetriebe manuell
995.0,MERCEDES-BENZ,CLS 350,CLS 350 CGI,CLS 350 CGI,MERCEDES-BENZ CLS 350 CGI,silber mét.,Limousine,3498,Zuzwil,222 g/km,Occasion,G,9.3 l/100km,4,Hinterradantrieb,1,2010,Benzin,292,schwarz,25300,"\"Ab MFK\"",4,Automat sequentiell
1000.0,ALFA ROMEO,8C,8C,null,ALFA ROMEO 8C,silber mét.,Cabriolet,4691,Porrentruy,null,Occasion,null,null,2,Hinterradantrieb,4,2011,Benzin,450,schwarz,23900,"\"Ab MFK\"",0,Automatik-Getriebe
105.0,FERRARI,F12,F12 Berlinetta,F12 Berlinetta,FERRARI F12 Berlinetta,blau mét.,Coupé,6262,Zuzwil,350 g/km,Occasion,G,15.0 l/100km,3,Hinterradantrieb,1,2013,Benzin,736,braun,12000,"\"Direkt-/Parallelimport\"",2,Automatisiertes Schaltgetriebe
1121.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,weiss,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,10,2001,Benzin,420,beige,30100,"\"Ab MFK\"",4,Automatik-Getriebe
131.0,MERCEDES-BENZ,S 55 AMG,S 55 AMG,S 55 AMG,MERCEDES-BENZ S 55 AMG,blau mét.,Limousine,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,4,Hinterradantrieb,2,1999,Benzin,360,schwarz,96500,"\"Ab MFK\"",5,Automat
220.0,PORSCHE,911,911 Turbo S Cabrio PDK,911 Turbo S Cabrio PDK,PORSCHE 911 Turbo S Cabrio PDK,gelb,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,4,2011,Benzin,530,schwarz,28000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
352.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,grau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,6,2003,Benzin,450,anthrazit,42600,"\"Ab MFK\"",5,Automat sequentiell
363.0,PORSCHE,CAYENNE,Cayenne Turbo S,Cayenne Turbo S,PORSCHE Cayenne Turbo S,grau mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,8,2006,Benzin,521,schwarz,36600,"\"Ab MFK\"",5,Automat sequentiell
388.0,PORSCHE,911,911 Turbo S Cabrio SPEED ART 580PS,911 Turbo S Cabrio SPEED ART 580PS,PORSCHE 911 Turbo S Cabrio SPEED ART 580PS,grün mét.,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,4,2011,Benzin,580,braun,16000,"\"Ab MFK\", \"Tuning\"",2,Automatisiertes Schaltgetriebe
409.0,MERCEDES-BENZ,E 430,E 430 Avantgarde,E 430 Avantgarde,MERCEDES-BENZ E 430 Avantgarde,grün mét.,Limousine,4266,Zuzwil,320 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,2,1998,Benzin,279,beige,75000,"\"Ab MFK\"",5,Automat
443.0,MASERATI,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,rot,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,3,2005,Benzin,390,braun,41800,"\"Ab MFK\"",4,Automatik-Getriebe
527.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,schwarz,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,6,2003,Benzin,500,schwarz,45300,"\"Ab MFK\"",2,Automat
565.0,LAMBORGHINI,AVENTADOR,Aventador LP700-4 Rds,Aventador LP700-4 Rds,LAMBORGHINI Aventador LP700-4 Rds,schwarz,Cabriolet,6498,Zuzwil,370 g/km,Neu,G,16.0 l/100km,2,Allrad,3,2015,Benzin,700,schwarz,90,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automatisiertes Schaltgetriebe
629.0,FERRARI,F355,F355 Berlinetta,F355 Berlinetta,FERRARI F355 Berlinetta,schwarz mét.,Coupé,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,schwarz,32800,"\"Ab MFK\"",2,Schaltgetriebe manuell
679.0,AUDI,RS4,RS4 Avant 4.2 FSI quattro,RS4 Avant 4.2 FSI quattro,AUDI RS4 Avant 4.2 FSI quattro,schwarz mét.,Kombi,4163,Zuzwil,249 g/km,Occasion,G,10.7 l/100km,5,Allrad,3,2013,Benzin,450,mehrfarbig,34200,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automatisiertes Schaltgetriebe
808.0,FERRARI,458,458 Italia 4.5 V8,458 Italia 4.5 V8,FERRARI 458 Italia 4.5 V8,schwarz mét.,Coupé,4497,Zuzwil,275 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,10,2010,Benzin,566,rot,680,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
9.0,LOTUS,ELISE,Elise,Elise,LOTUS Elise,anthrazit mét.,Cabriolet,1796,Zuzwil,183 g/km,Occasion,G,7.7 l/100km,2,Hinterradantrieb,10,2003,Benzin,120,anthrazit,38200,"\"Ab MFK\"",2,Schaltgetriebe manuell
947.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,6,2000,Benzin,420,schwarz,127800,"\"Ab MFK\"",4,Schaltgetriebe manuell
97.0,MASERATI,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,blau mét.,Cabriolet,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,3,2003,Benzin,390,grau,49300,"\"Ab MFK\"",2,Automatik-Getriebe
1008.0,BMW,745,745i,745i,BMW 745i,silber mét.,Limousine,4398,Zuzwil,276 g/km,Occasion,G,11.4 l/100km,4,Hinterradantrieb,12,2004,Benzin,333,schwarz,27600,"\"Ab MFK\"",5,Automat sequentiell
1013.0,MERCEDES-BENZ,"",300SL Roadster,300SL Roadster,MERCEDES-BENZ 300SL Roadster,silber mét.,Cabriolet,2995,Sursee,null,Occasion,null,null,2,null,3,1960,Benzin,215,braun,1000,null,2,null
1099.0,CHEVROLET,CORVETTE,CORVETTE C1,C1,CHEVROLET CORVETTE C1,weiss,Cabriolet,5351,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1961,Benzin,327,schwarz,67000,"\"Ab MFK\"",2,Schaltgetriebe manuell
1117.0,HUMMER,H3,H3 3.7 Adventure,H3 3.7 Adventure,HUMMER H3 3.7 Adventure,weiss,SUV / Geländewagen,3653,Zuzwil,327 g/km,Vorführmodell,G,13.8 l/100km,5,Allrad,11,2008,Benzin,245,schwarz,150,"\"Ab MFK\"",5,Schaltgetriebe manuell
140.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,blau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,silber,49800,"\"Ab MFK\"",5,Automat sequentiell
20.0,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,anthrazit mét.,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,3,2006,Benzin,517,schwarz,47000,"\"Ab MFK\"",2,Automat sequentiell
290.0,FERRARI,612,612,612,FERRARI 612,grau mét.,Coupé,5748,Zuzwil,470 g/km,Occasion,G,20.5 l/100km,2,Hinterradantrieb,2,2008,Benzin,540,schwarz,37000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
350.0,LAND ROVER,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,grau mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,6,1998,Benzin,226,schwarz,42000,"\"Ab MFK\"",5,Automat
415.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,grün mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,12,2008,Benzin,580,mehrfarbig,45300,"\"Ab MFK\"",5,Automat
45.0,AUDI,S4,S4 Avant quattro,S4 Avant quattro,AUDI S4 Avant quattro,blau,Kombi,2671,Zuzwil,274 g/km,Occasion,null,11.4 l/100km,5,Allrad,7,2000,Benzin,265,grau,185900,"\"Ab MFK\"",5,Schaltgetriebe manuell
632.0,BENTLEY,CONTINENTAL,Continental Supersports Conv.,Continental Supersports Conv.,BENTLEY Continental Supersports Conv.,schwarz mét.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,1,2011,Bioethanol,630,schwarz,20000,null,2,Automat sequentiell
760.0,FERRARI,F360,F360 Challenge stradale,F360 Challenge stradale,FERRARI F360 Challenge stradale,schwarz mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.1 l/100km,2,Hinterradantrieb,3,2004,Benzin,415,schwarz,27650,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
762.0,MERCEDES-BENZ,E 240,E 240 Elégance,E 240 Elégance,MERCEDES-BENZ E 240 Elégance,schwarz mét.,Limousine,2597,Zuzwil,250 g/km,Occasion,G,10.4 l/100km,4,Hinterradantrieb,4,2003,Benzin,177,schwarz,89200,"\"Ab MFK\"",5,Automat
807.0,AUDI,RS5,RS5 Coupé 4.2FSI quattro,RS5 Coupé 4.2FSI quattro,AUDI RS5 Coupé 4.2FSI quattro,schwarz mét.,Coupé,4163,Zuzwil,252 g/km,Occasion,G,10.8 l/100km,2,Allrad,1,2011,Benzin,450,schwarz,31750,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
850.0,AUDI,RS4,RS4 4.2 V8 quattro,RS4 4.2 V8 quattro,AUDI RS4 4.2 V8 quattro,silber,Limousine,4163,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,4,Allrad,0,2011,Benzin,420,schwarz,1350,"\"Ab MFK\"",5,Schaltgetriebe manuell
892.0,BMW-ALPINA,5 SERIES,5 SERIES B7 (E28),B7 (E28),BMW-ALPINA 5 SERIES B7 (E28),silber mét.,Limousine,3430,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1985,Benzin,300,anthrazit,157000,null,5,Schaltgetriebe
901.0,CITROEN,2CV,2CV6 Charleston,2CV6 Charleston,CITROEN 2CV6 Charleston,silber mét.,Kleinwagen,602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,7,1986,Benzin,29,grau,80500,"\"Ab MFK\"",4,Schaltgetriebe manuell
981.0,AUDI,RS4,RS4 4.2 V8 quattro,RS4 4.2 V8 quattro,AUDI RS4 4.2 V8 quattro,silber mét.,Limousine,4163,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,4,Allrad,1,2006,Benzin,420,schwarz,95700,"\"Ab MFK\"",5,Schaltgetriebe manuell
1002.0,DATSUN,"",SPORTS 2000,SPORTS 2000,DATSUN SPORTS 2000,silber mét.,Cabriolet,2000,Zuzwil,null,Occasion,null,null,2,null,7,1969,Benzin,143,schwarz,23300,"\"Ab MFK\"",2,null
1056.0,DATSUN,280,280 ZX,ZX,DATSUN 280 ZX,silber mét.,Coupé,2753,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1981,Benzin,140,rot,50300,"\"Ab MFK\"",2,Schaltgetriebe
1092.0,AUDI,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,weiss,Limousine,4172,Zuzwil,322 g/km,Occasion,null,13.5 l/100km,4,Allrad,3,1997,Benzin,300,schwarz,94700,null,5,Automat
1124.0,FERRARI,575M,575M,575M,FERRARI 575M,weiss,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,4,2003,Benzin,517,schwarz,39000,"\"Ab MFK\"",2,Automatik-Getriebe
114.0,MERCEDES-BENZ,ML 500,ML 500,ML 500,MERCEDES-BENZ ML 500,blau mét.,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2002,Benzin,292,schwarz,20800,"\"Ab MFK\"",5,Automat
1142.0,AGM,"",WLR,WLR,AGM WLR,weiss mét.,Cabriolet,3499,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,1,2004,Benzin,250,weiss,1,"\"Rennwagen\"",2,Schaltgetriebe
1152.0,LAMBORGHINI,"",Reventon Coupé,Reventon Coupé,LAMBORGHINI Reventon Coupé,weiss mét.,Coupé,6496,Porrentruy,null,Occasion,G,null,2,Allrad,4,2008,Benzin,650,grau,5900,"\"Ab MFK\"",2,Automatik-Getriebe
150.0,MERCEDES-BENZ,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,blau mét.,Coupé,4966,Zuzwil,299 g/km,Occasion,G,12.4 l/100km,2,Hinterradantrieb,12,2001,Benzin,306,schwarz,116100,"\"Ab MFK\"",4,Automat
214.0,BENTLEY,CONTINENTAL,Continental FlyingSpur6.0,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0,gelb,Limousine,5998,Zuzwil,423 g/km,Occasion,G,17.7 l/100km,4,Allrad,3,2006,Benzin,560,beige,35000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat
27.0,BENTLEY,TURBO,Turbo R,Turbo R,BENTLEY Turbo R,anthrazit mét.,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,4,1990,Benzin,320,blau,112500,"\"Ab MFK\"",5,Automat
308.0,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,grau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,14000,"\"Ab MFK\"",5,Automat
31.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,anthrazit mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,11,2001,Benzin,420,schwarz,47600,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell
342.0,PORSCHE,BOXSTER,Boxster S 3.2,Boxster S 3.2,PORSCHE Boxster S 3.2,grau mét.,Cabriolet,3179,Zuzwil,263 g/km,Occasion,G,10.7 l/100km,2,Hinterradantrieb,7,2000,Benzin,252,schwarz,51000,"\"Ab MFK\"",2,Schaltgetriebe manuell
418.0,AUDI,A6,A6 2.8 Ambiente,A6 2.8 Ambiente,AUDI A6 2.8 Ambiente,grün mét.,Limousine,2771,Zuzwil,240 g/km,Occasion,null,10.0 l/100km,4,Vorderradantrieb,2,1998,Benzin,193,beige,94000,null,5,Automatik-Getriebe
458.0,ASTON MARTIN,DB9,DB9 Volante,DB9 Volante,ASTON MARTIN DB9 Volante,rot,Cabriolet,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,5,2006,Benzin,457,schwarz,41000,"\"Ab MFK\"",4,Automat sequentiell
481.0,JAGUAR,XJ,XJR 4.0 V8 S/C,XJR 4.0 V8 S/C,JAGUAR XJR 4.0 V8 S/C,rot,Limousine,3996,Zuzwil,305 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,1,2001,Benzin,363,schwarz,95100,"\"Ab MFK\"",5,Automat
484.0,MERCEDES-BENZ,E 63 AMG,E 63 AMG,E 63 AMG,MERCEDES-BENZ E 63 AMG,rot,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,1,2010,Benzin,525,schwarz,29000,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
511.0,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,schwarz,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,7,2003,Benzin,500,schwarz,43300,"\"Ab MFK\"",2,Automat
535.0,BMW,330,330Ci,330Ci,BMW 330Ci,schwarz,Cabriolet,2979,Zuzwil,237 g/km,Occasion,G,9.9 l/100km,2,Hinterradantrieb,5,2001,Benzin,231,schwarz,65300,"\"Ab MFK\"",4,Schaltgetriebe manuell
553.0,AUDI,RS4,RS4 Avant 4.2 V8 quattro,RS4 Avant 4.2 V8 quattro,AUDI RS4 Avant 4.2 V8 quattro,schwarz,Kombi,4163,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,5,Allrad,8,2006,Benzin,420,schwarz,117400,"\"Ab MFK\"",5,Schaltgetriebe manuell
568.0,MASERATI,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,schwarz,Limousine,4244,Zuzwil,null,Occasion,G,15.8 l/100km,4,Hinterradantrieb,7,2004,Benzin,400,blau,56600,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
625.0,MERCEDES-BENZ,G 63 AMG,G 63 AMG,G 63 AMG,MERCEDES-BENZ G 63 AMG,schwarz mét.,SUV / Geländewagen,5461,Zuzwil,322 g/km,Occasion,G,13.8 l/100km,5,Allrad,4,2013,Benzin,544,schwarz,28100,"\"Ab MFK\"",5,Automat sequentiell
84.0,FERRARI,F355,F355 Berlinetta,F355 Berlinetta,FERRARI F355 Berlinetta,blau,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1995,Benzin,380,schwarz,78000,"\"Ab MFK\"",2,Schaltgetriebe manuell
878.0,MERCEDES-BENZ,S 500,S 500,S 500,MERCEDES-BENZ S 500,silber mét.,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,2,2009,Benzin,388,beige,52000,"\"Ab MFK\"",5,Automat sequentiell
894.0,NISSAN,Skyline,Skyline R34 GTR,R34 GTR,NISSAN Skyline R34 GTR,silber mét.,Coupé,2568,Zuzwil,null,Occasion,null,null,2,Allrad,1,2007,Benzin,400,grau,2300,"\"Tuning\"",4,Schaltgetriebe
895.0,AUDI,QUATTRO,quattro Turbo 20V,quattro Turbo 20V,AUDI quattro Turbo 20V,silber mét.,Coupé,2225,Zuzwil,null,Occasion,null,null,2,Allrad,1,1990,Benzin,220,grau,125000,"\"Ab MFK\"",5,Schaltgetriebe manuell
943.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,silber mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,9,2002,Benzin,450,schwarz,36900,"\"Ab MFK\"",5,Automat sequentiell
1047.0,PORSCHE,911,911 Carrera S,911 Carrera S,PORSCHE 911 Carrera S,silber mét.,Coupé,3824,Zuzwil,277 g/km,Occasion,G,11.5 l/100km,2,Hinterradantrieb,8,2005,Benzin,355,schwarz,39400,"\"Ab MFK\"",4,Schaltgetriebe manuell
1125.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,weiss,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1991,Benzin,320,grau,197800,"\"Ab MFK\"",2,Automat
1128.0,PEUGEOT,205,205 Turbo 16V,Turbo 16V,PEUGEOT 205 Turbo 16V,weiss,Coupé,1775,Zuzwil,null,Occasion,null,null,3,Allrad,11,1984,Benzin,200,schwarz,58950,"\"Ab MFK\"",2,Schaltgetriebe
